CaseNumber,DateOfRequestReceived,Division-Branch,ApplicantCategory,Outcomes,ExemptionsApplied,DateOfResponseSent,DaysTakenToComplete,RequestWording
2259,2018-07-17,FSA IT,Member of Public,All provided,N/A,2018-08-14,20,"I would like to request information under the Freedom of Information Act. The information that I require relates to a specific telephone maintenance contract that maintains the telephone system (hardware) and the applications on the systems (software). The contract information sent by the organisation previously has now expired please can you provide me with a new update of the telephone maintenance contract:Please can you send me the following contract information with regards to the organisation?s telephone system maintenance contract (VOIP or PBX, other) for hardware and Software maintenance and support: 1.       Contract Type: Maintenance, Managed, Shared (If so please state orgs)2.       Existing Supplier: If there is more than one supplier please split each contract up individually.3.       Annual Average Spend: The annual average spend for this contract and please provide the average spend over the past 3 years for each provider                       4.       Hardware Brand: The primary hardware brand of the organisation?s telephone system.5.       Number of telephone users:6.       Contract Duration: please include any extension periods.7.       Contract Expiry Date: Please provide me with the day/month/year.8.       Contract Review Date: Please provide me with the day/month/year.9.       Application(s) running on PBX/VOIP systems: Applications that run on the actual PBX or VOIP system. E.g. Contact Centre, Communication Manager.10.   Telephone System Type: PBX, VOIP, Lync etc11.   Contract Description: Please provide me with a brief description of the overall service provided under this contract.12. Go to Market: How where these services procured, please provide me with either the tender notice or the framework reference number. Please specify if procured through other routes.13.   Contact Detail: Of the person from with the organisation responsible for each contract full Contact details including full name, job title, direct contact number and direct email address. If the service support area has more than one provider for telephone maintenance then can you please split each contract up individually for each provider?   If the contract is a managed service or is a contract that provides more than just telephone maintenance please can you send me all of the information specified above including the person from with the organisation responsible for that particular contract? If the maintenance for telephone systems is maintained in-house please can you provide me with: 1.       Number of telephone Users:2.       Hardware Brand: The primary hardware brand of the organisation?s telephone system.3.       Application(s) running on PBX/VOIP systems: Applications that run on the actual PBX or VOIP system. E.g. Contact Centre, Communication Manager.4.       Contact Detail: Of the person from with the organisation responsible for telephonemaintenance full Contact details including full name, job title, direct contact number and direct email address.  Also if the contract is due to expire please provide me with the likely outcome of the expiring contract.If this is a new contract or a new supplier please can you provide me with a short list of suppliers that bid on this service/support contract?"
2260,2018-07-19,FSA IT,Member of Public,All provided,N/A,2018-07-31,8,"Please can you send me the organisation?s Local Area Network (LAN) contract, which may include the following: ?         Support and Maintenance- e.g. switches, router, software etc?         Managed- If this includes services than just LAN. 1.       Contract Type: Managed or Maintenance 2.       Existing Supplier: Who is the current supplier? 3.       Annual Spend for each supplier: What is the annual average spending on the supplier above? If there is more than one supplier please split the annual averages spend for each supplier. 4.       Number of Users: Please can you provide me with the number of users this contract covers. Approximate number of users will also be acceptable. 5.       Number of Sites: The number of sites, where equipment is supported by each contract.  6.       Hardware Brand: What is the hardware brand of the LAN equipment? 7.       Contract Description: Please provide me with a brief description of the overall contract.  8.       Contract Duration: What is the duration of the contract is and can you please also include any extensions this may include. 9.       Contract Expiry Date: When does the contract expire? 10.   Contract Review Date: When will the organisation is planning to review the contract? 11.   Responsible Officer: Contact details including name, job title, contact number and email address? If the LAN maintenance is included in-house please include the following information: 1.    Hardware Brand: What is the hardware brand of the LAN equipment?2.    Number of Users: Please can you provide me with the number of users this contract covers. Approximate number of users will also be acceptable.3.    Number of Sites: Estimated/Actual number of sites the LAN covers.4.    Responsible Officer: Who within the organisation is responsible for LAN please provide me with contact details including name, job title, contact number and email address?  If the contract is managed by a 3rd party e.g. Can you please provide me with 1.       Existing Supplier: Who is the current supplier?2.       Number of Users: Please can you provide me with the number of users this contract covers. Approximate number of users will also be acceptable.3.       Number of Sites: Estimated/Actual number of sites the LAN covers.4.       Contract Type: Managed, Maintenance, Installation, Software5.       Hardware Brand: What is the hardware brand of the LAN equipment?6.       Contract Description: Please provide me with a brief description of the overall contract.7.       Contract Duration: What is the duration of the contract is and can you please also include any extensions this may include.8.       Contract Expiry Date: When does the contract expire?9.       Contract Review Date: When will the organisation is planning to review the contract?10.   Responsible Officer: Who within the organisation is responsible for each of these contract(s) please provide me with contact details including name, job title, contact number and email address?"
2261,2018-07-30,NFCU,Media,Part withheld,"S30,31,41&43. ",2018-09-04,25,Waste Diversion1. The number of reports of 'waste diversion' (one of the National Food Crime Unit's 7 identified methods of food crime) in both the food and drink manufacturing and agriculture sectors the NFCU has received annually And for each report2. A brief description of the alleged wrongdoing (which gives no personal details)3. The sector concerned (e.g. food and drink manufacturing)4. The sub-sector concerned (e.g. meat processing)  5. The company/producer accused6. The finding/outcome of the NFCU's investigation 7. The penalty given (if the accusations were upheld)If 5 years goes over the cost limit please provide the data for the last 3 years instead.Unlawful Processing1. The number of reports of 'unlawful processing' (one of the National Food Crime Unit's 7 identified methods of food crime) in the meat processing sector that the NFCU has received annually And for each report2. A brief description of the alleged wrongdoing (which gives no personal details)3. The company/producer accused4. The finding/outcome of the NFCU's investigation 5. The penalty given (if the accusations were upheld)If 5 years goes over the cost limit please provide the data for the last 3 years instead.Misrepresentation1. The number of reports of 'misrepresentation' (one of the National Food Crime Unit's 7 identified methods of food crime) in both the food and drink manufacturing and agriculture sectors the NFCU has received annually And for each report2.The type of misrepresentation (e.g. 'origin' or 'freshness' etc)3. A brief description of the alleged wrongdoing (which gives no personal details e.g. lying about country origin of product)4. The sector concerned (e.g. food and drink manufacturing)5. The sub-sector concerned (e.g. meat processing)  6. The company/producer accused7. The finding/outcome of the NFCU's investigation 8. The penalty given (if the accusations were upheld)If 5 years goes over the cost limit please provide the data for the last 3 years instead.
2262,2018-07-31,Ops Assurance,Media,Part withheld,S43,2018-09-25,39,"Under the FOI Act I would please like to know, for the last three years for which you have data and broken down annually:1. The number of audits or unannounced inspections at meat processing plants and meat cold storage facilities that resulted in a finding of one or more 'major' food safety or hygiene non-complianceAnd for each of the above audits/inspections:2. The company/processor being audited/inspected3.  How many 'major' non-compliances were found4. What aspect of production each 'major' non-compliance related to (e.g. maintaining legal temperature controls, minimising or preventing cross-contamination etc)5. How many follow up pre-announced audits/inspections there were and any outcome(s)6. How many unannounced audits/inspections there were and any outcome(s)Please provide the data in csv format."
2263,2018-08-01,EU Exit team,Member of Public,Rejected on costs grounds,N/A,2018-08-30,20,"Please can you release any documents, reports, risk analyses or risk registers produced since the 23rd June 2016 relating to:1) The impact of Brexit on the FSA2) The impact of Brexit on British food safety in general"
2264,2018-08-01,IT commercial,Member of Public,All provided,N/A,2018-08-14,9,"I want to submit a freedom of information request for the following information relating to telephony and networks services. The previous response provides the Capital contract has expired. One piece of information that was missing from the previous response was the minutes monthly spend for each provider. The response stated the information as a whole figure.Does the Agency only have one lines contract, this includes ISDN, PSTN, SIP types. If there is more than one supplier for each of the contracts below, please can you provide me with the contract data for each of the supplier including, spend, contract dates, type of lines and number of sites. Contract 11.       Current Lines (Analogue, ISDN VOIP, SIP etc) Provider- Please can you provide me with the name of the supplier for the contract.2.       Fixed Line- Contract Renewal Date- please provide day, month and year (month and year are also acceptable). If this is a rolling contract please provide me with the rolling date of the contract. If there is more than one supplier please split the renewal dates up into however many suppliers3.       Fixed Line- Contract Duration- the number of years the contract is for each provider4.       Type of Lines- Please can you split the type of lines per each supplier? PTSN, Analogue, SIP5.       Number of Lines- Please can you split the number of lines per each supplier? SIP trunks, PSN Lines, Analogue Lines Contract 26.       Minutes/Landline Provider- Supplier?s name (NOT Mobiles) if there is no information available please can you provide further insight into why?7.       Minutes/Landline Contract Renewal Date- please provide day, month and year (month and year is also acceptable). If this is a rolling contract please provide me with the rolling date of the contract.8.       Minutes Landline Monthly Spend- Monthly average spend for each provider. An estimate or average is acceptable. 9.       Minute?s Landlines Contract Duration: the number of years the contract is with the supplier.10.   Number of Extensions- Please state the number of telephone extensions the organisation currently has. An estimate or average is acceptable. Contract 311.   Fixed Broadband Provider- Please can you provide me with the name of the supplier for the contract.12.   Fixed Broadband Renewal Date- please provide day, month and year (month and year are also acceptable). If this is a rolling contract please provide me with the rolling date of the contract. If there is more than one supplier please split the renewal dates up into however many suppliers13.   Fixed Broadband Annual Average Spend- Annual average spend for each broadband provider. An estimate or average is acceptable.Contract 414. WAN Provider- please provide me with the supplier for each contract if there is no information available please can you provide further insight into why?15.   WAN Contract Renewal Date- please provide day, month and year (month and year are also acceptable). If this is a rolling contract please provide me with the rolling date of the contract. If there is more than one supplier please provide me with the renewal date for each supplier.16. Contract Description: Please can you provide me with a brief description of each contract.17. The number of sites: Please state the number of sites the WAN covers for each contracts. Approx. will do.18.   WAN Annual Average Spend- Annual average spend for each WAN provider. An estimate or average is acceptable. 19 . If the above WAN contract is not in relation to N3/HSCN can you please provide me with details on when the Trust is planning to migrate to the HSCN contract. 20. Internal Contact: please can you send me there full contact details including contact number and email and job title for all the contract above.If there is more than one supplier for each contract please can you separate the contract dates and spend for each supplier. Also if no information can be provided for each of the key data types please explain why there is no information."
2265,2018-08-01,IT commercial,Member of Public,All provided,N/A,2018-08-17,12,"Please could you provide me with information about your organisation's ICT expenditure as detailed in the attached template.I have tried to find this information in your organisation's published data, but was unable to find the level detail I require.Within the response, please include:- Expenditure from all parts of your organisation (centralised IT and departmental IT);- As well as your own organisation, expenditure for any subsidiary organisations that fall within the scope of your accounts; and,- Both revenue (or operating) expenditure and capital expenditure.If you could input the answers in this template and return to me by email as an attachment, this would be much appreciated. Please return the information in the template as an Excel (.xlsx) file - not in another format (e.g. PDF)."
2266,2018-08-03,FSA IT Commercial,Member of Public,All provided,N/A,2018-08-16,9,"This is a request for information that relates to the organisation?s contracts around ICT contract(s) for Server Hardware Maintenance, Server Virtualisation Licenses and Maintenance and Storage Area Network (SAN) Maintenance/Support, which may include:?         Server Hardware Maintenance- contracts relating to the support and maintenance of the organisation?s physical servers.?         Virtualisation Maintenance/Support/ Licensing  (VMware, Solaris, Unix, Linux, Windows Server)?         Storage Area Network Maintenance/Support  (EMC, NetApp etc)  For each of the type of contract described above, please can you provide me with the following data. If there is more than one contract please split the information for each separate supplier this includes annual spend1.       Contract Title: Please provide me with the contract title.2.       Type of Contracts (ABOVE): Please can you provide me with one or more contract types the contract relate to: Server Hardware, Virtualisation, SAN (Storage Area Network)3.       Existing/Current Supplier:  Please provide me with the supplier name for each contract.4.        Brand:  Please state the brand of hardware or software 5.       Operating System / Software (Platform): (Windows, Linux, Unix, Vsphere, AIX, Solaris etc.) Please state the operating system used by the organisation.6.       Annual Average Spend: Please provide me with the most recent annual spend for this contract?7.       Contract Duration: (Please can you also include notes if the contract includes any contractExtension periods.) 8.       Contract Expiry Date: Please can you provide me with the date of when the contract expires. 9.       Contract Review Date: (An approximate date of when the organisation is planning to review this particular contract.) 10.   Purchase of Servers: Could you please provide me with the month and year in which most/bulk of servers where purchased. 11.   Number of Physical Server: Please can you provide me with the number of physical servers. 12.   Number of Virtual Servers: Please can you provide me with the number of Virtual servers? servers. 13.   Brief Contract Description: I require a brief description of the service provided under this contract. Please do not just put maintenance I need at least a sentence. 14.   Contract Owner: (The person from within the organisation that is responsible for reviewing and renewing this particular contract. Please include their full name, job title, direct contact number and direct email address.) If this service is part of a managed contract please can you send me the contract information for this managed service including Hardware Brand, Number of Users, Operating System, and contact details of the internal contact responsible for this contract"
2267,2018-08-01,EU Exit team,Member of Public,Rejected on costs grounds,N/A,2018-08-30,20,"I am writing to make a request for all the information to which I believe that I am entitled to under the Freedom of Information Act 2000.I would like to request any assessments that this agency has made (if any) on the impact of a 'no deal' outcome, or an outcome in which the UK loses open access to the EU Single Market, in the UK's negotiations to leave the European Union.  I would like the above information to be provided to me electronically. If this request is too wide or unclear, I would be grateful if you could contact me as I understand that under the Act, you are required to advise and assist requesters. "
2268,2018-08-07,Dairy Ops,Academia,All provided,N/A,2018-08-30,16,"Under FOI law I request data relating to: 1. The number of dairy farm hygiene inspections carried out by the FSA in England (& Wales if appropriate) between 7th April 2017 and the current date (July 24th 2018)2. The number of inspections that were rated Improvement Necessary or Urgent Improvement Necessary3, Details of the non-compliances / breaches found that led to the above ratings"
2269,2018-08-07,Field Ops,Academia,Not held,N/A,2018-08-20,9,"1, Full explanatory details of the FSA salmonella testing programme for pigs as included / published on the FSA data catalogue : Salmonella Testing ProgrammeResults of the Food Standards Agency?s Salmonella Testing Programme which applies to food business operators processing over 37,500 pigs a year. The results are reported by month. https://data.food.gov.uk/catalog/datasets/5137a587-4b88-4981-9dfe-e2623151e2a9 - Specifically, what the positive data results refer to, eg  the number of pigs testing positive, and / or the number of meat carcass samples at abattoirs testing positive for salmonella; at what stage in the production process was the testing done, what happens to the meat found to be infected with salmonella; what action was taken after the positive results, etc?     "
2270,2018-08-06,FCT,Member of Public,Part withheld,S22,2018-08-22,12,"Please could you provide a copy or link to Research Report FS 1011196 Surveillance Study.Please could you provide a copy or link to the FSA Risk Assessment on MRSA, published February 2017.Also can you provide information on annual AMR surveillance reports in Northern Ireland from 2010 to present?"
2271,2018-08-07,Ops Assurance,Member of Public,Rejected on costs grounds,s12,2018-08-20,9,"1, Since March 27th 2017 to the present day, the number of service failures / non-compliances recorded under the contract management system against contract OV's / MHI's supplied to the FSA by [a contractor].  2, For the above, the reasons for the service failure / non-compliances (i.e. failure to prevent contamination of carcasses) and the action taken to rectify any problems?  3, A copy or explanation of the service level agreement and standards contract OV's and MHI's suppliied by [a contractor] must adhere to.       "
2272,2018-08-01,FCT,Member of Public,All provided,N/A,2018-08-29,19,"Under FOI I request the following information please""  1, The number of formal complaints about the FSA made in 2014, 2014, 2016, 2017 (aware some data for 2016/17 is online at https://data.food.gov.uk/catalog/datasets/e03e167c-bf5d-4741-98e2-7908bb6d10b5 - earlier years are not)  2, Detailed descriptions* of formal complaints about the FSA in 2014, 2015, 2016 and 2017 where complaints were upheld or partially upheld  3, Details of remedial action / disciplinary action or other actions taken in response to these cases.  * By detailed description I mean details of the nature of the complaint, who was making it, who or what was being complained about, what the central claims were, what timeframe the complaint covered etc. NOTE: I do not require names of individuals, only description of who they are eg MHI, OV, other person. "
2273,2018-08-01,HR People Services,Member of Public,All provided,N/A,2018-09-11,19,"Using the Freedom of Information Law 2000 I would seek responses to the following questions. 1, Between July 2013 and July 2018, the number of Meat Hygiene Inspectors (MHIs) and Official Veterinarians (OV's) dismissed from employment (employment terminated) by the FSA.  2, For each case, the grounds on which the MHI / OV was dismissed (eg the reason for the dismissal) , including a summary description of the ""charges"" or claims against them3, In this period, the number of MHI's / OV's who received a financial payout from the FSA upon exiting employment with the FSA4, The total amount of money paid out to MHI's / OV's exiting FSA employment in this period "
2274,2018-08-08,UKFSS,Media,Not held,N/A,2018-08-22,10,"I would like to request information on the amount of restaurants in England, for as far back as records go, which have been found to have sold dog meat.  I would also like the date to be broken down by the name of each restaurant, the town/city of the restaurant, the street of the restaurant, the area the restaurant was in, the year dog meat was discovered and the type of prosecution given.I would like the data to be given in as a csv file."
2275,2018-08-13,FSA Commercial IT,Member of Public,All provided,N/A,2018-08-16,3,"I am writing to you under the Freedom of Information Act 2000 to request information regarding telecoms. The attached spreadsheet shows a number of questions regarding your mobile and fixed line telephony. Hopefully the questions are self explanatory, note there are comments in several cells to further clarify the required information.Please provide the information in spreadsheet format (preferably Excel, Google Sheets or software compatible with either program). If there are any ways you think that my request could be refined please let me know. If you have any queries please don?t hesitate to contact me (happy to do over the phone if you can provide contact details) and I will be happy to clarify any questions you may have."
2276,2018-08-02,UKFSS,Academia,Advice and assistance provided,N/A,,8,During 2015 the FSA alongside Local Authorities collected samples of ?nut free? dishes from various food businesses and Bolton was one of the Local Authorities that took part. Is there any published reports or data from this that I could possibly use for my dissertation as I feel this would be really useful? 
2277,2018-07-30,Food Hygiene Policy,Academia,Not held,N/A,2018-08-23,18,"I am doing some research on milk pasteurisation in the UK and would like to get information on the range of time / temperatures used in the commercial pasteurisation of milk in mainland Britain (GB). I have this information for Northern Ireland. Ideally I would like the information tabulated as follows: Country e.g. England            No of plants   Temperature, C    Time , S4                              78                        27"
2278,2018-08-20,Food Hygiene Policy,Academia,Not held,N/A,2018-08-30,7,"I would like some information on the numbers or percentages of licenced milk premises in Great Britain that use over pressure pasteurisers to produce liquid milk for retail sale compared with the number or percentages of licenced milk premises that use older-type pasteurisers that do not have this facility. Finally, are you aware of any discussions concerning potential changes to legislation or conditions concerning grant aid that will require all new pasteurisers to be of the over pressure design? Note. Over pressure pasteurisers use a differential pressure pump (s) so that the pressure on the hot milk section at the regeneration side, is slightly higher than on the raw milk side,  to prevent potential contamination from raw milk through pin holes or faulty plate gaskets."
2279,2018-08-20,Chemical contaminants,Pressure Group,Part withheld,S40,2018-09-18,20,"I am writing under FOI/EIR legislation to request the following information: ? notes of any discussions (including emails, letters, messages, minutes, presentations, briefing etc) the FSA has had, internally or externally regarding the approval, impacts and use of sulfoxaflor-type pesticides (flupryadifurone, sulfoxaflor and spinetoram ) since 1 January 2015. ? Any assessments made by or received by FSA of the health and environmental impacts of the use of sulfoxaflor-type pesticides since January 2014. "
2280,2018-08-21,Operations Assurance,Member of Public,Part withheld,s43,2018-09-17,18,"1, Since March 27th 2017 to the present day, the number of service failures / non-compliances recorded under the contract management system against contract OV's / MHI's supplied to the FSA by [a contractor].  2, For the above, provide the category of non-compliances. 3, A copy or explanation of the service level agreement and standards contract OV's and MHI's supplied by  [a contractor]. must adhere to.       "
2281,2018-08-14,EU Exit team,Media,Rejected on costs grounds,N/A,2018-08-30,11,"What assessment has the Food Standards Agency (FSA) made of how a ?no deal? Brexit would impact its work?By ?assessment? I mean any form of contingency planning or impact assessment that has been carried out.If possible, please send me ? as an email attachment ? the assessment(s) the FSA has carried out.If possible please specifically set out how a ?no deal? Brexit is likely to affect the way that food risk assessment ? currently done at EU level ? will be handled in future in the event of a ?no deal?. "
2282,2018-08-17,Field Ops,Member of Public,All withheld,"S30, S43",2018-09-17,20,"Using FOI legislation I would request the information detailed underneath please.  For the UK meat establishments as follows... 9052 / Karro Food Group 2060 / Malton Bacon2093 / Cranswick Country Foods5213 / Cranswick Country Foods9045 / Cranswick Country Foods4085 / Tulip Fresh Meats5091 / Dalehead (Tulip)8061 / Tulip Fresh Meats Please send me livestock ""conditions"" data for 2017 and 2018 to date for each of the above plants, broken down by month. By conditions we mean the findings during inspections of livestock / carcasses etc at each meat establishment, as is summarised by FSA published data for each livestock species here: https://data.food.gov.uk/catalog/datasets?search=conditions#results"
2283,2018-08-21,FCT,Member of Public,Not held,N/A,2018-09-11,14,"ET1 forms forwarded to the Food Standards Agency (FSA) as a Prescribed Person & follow up action1. Please advise how many ET1 forms the FSA has been sent by the Employment Tribunal in its capacity as a Prescribed Person under the Public Interest Disclosure Act (and not as an employer) in the years 2016/17 and 2017/182. Please advise what data the organisation collates and holds centrally about ET1 forms that it has received in this manner3. Please advise if as a result of being sent ET1 forms by the Employment Tribunal in the two years 2016/17 and 2017/18, the organisation contacted any of the relevant claimants who filed claims to the Employment Tribunal under the Public Interest Disclosure Act to follow up the public interest matters, and if so, how many claimants did the organisation contact?"
2284,2018-08-22,Ops Assurance,Member of Public,All provided,N/A,2018-09-18,18,"1, As of January in each of the following years, the number of Meat Hygiene Inspectors (MHIs) and Official Veterinarians (OV?s) operating in England, Wales and NI, broken down into two categories: A, employed directly by the FSAB, employed by contract company  Please supply the data for 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018* "
2285,2018-08-28,Ops Assurance,Member of Public,All provided,N/A,2018-09-17,14,"1. Under Annex I, Chapter 1, Paragraph 1 of Council Regulation (EC) No 1/2005, it is unlawful to transport animals that are unfit for transport, including heavily pregnant females (see Annex I, Chapter 1, Paragraph 2(c)). Please provide a year-by-year and species-by-species breakdown of the number of heavily pregnant animals transported to and killed in English slaughterhouses since 2013. By heavily pregnant, I refer to animals that have been transported after 90% or more of their expected gestation period has passed, per the aforementioned Paragraph 2(c). If possible, please distinguish between the number of animals transported under veterinary supervision and those not transported under veterinary supervision. I wish to receive this information in Excel form. 2. Please provide a breakdown of enforcement actions taken since 2013 in relation to the above where heavily pregnant animals have been deemed unfit for transport. I wish to receive this information in Excel form. 3. In relation to bovine animals deemed unfit for transport, please advise how many foetal carcases went on to be used for the collection of foetal bovine serum. I do not have a preference over the format in which this information is to be received.4. Finally, please provide a copy of all annexes listed under S. 8 of Chapter 2.3 of the Manual for Official Controls (Amendment 85), or please direct me to where they are publicly available. I wish to receive this information in PDF form. "
2286,2018-08-24,Field Ops,Member of Public,Not held,N/A,2018-09-12,11,"Under the freedom of information act. Could you send me the logged number of visits you have made to [a farm], and your findings. Particularly to the testing of animal health and their pasture area on [a farm].  Whether it was part of your investigations. Has the dairy cows ever had their milk tested for radon? "
2287,2018-09-03,Incidents NI,Other,Part withheld,s40,2018-09-27,18,Request in relation to a job interview the requester attended for Incidents Investigative Officer1 The score obtained by the successful candidate?2 Was the successful person an internal or external candidate?3 The community background of the successful candidate?4 The age category of the successful candidate?
2288,2018-09-06,UKFSS,Media,All Provided,N/A,2018-10-11,14,"I am sending this request under the Freedom of Information Act to ask for the following information about the issue if fish fraud in the UK ? including mislabelling or species substitutions (swapping a more expensive fish for a cheaper variety for financial gain). I am most interested in white fish. SAMPLING:1. How many test samples of fish and seafood products were collected by the FSA in 2017? (As recorded on the food surveillance system).a) Geographically - where did the samples come from? (Please provide a breakdown of local authorities and the number of tests for each area).b) Please list what kind of establishment were they sold in? (Please detail the names of the businesses and what type of businesses they were - supermarkets / restaurants etc)RESULTS:2. How many times had the product been described as one thing (i.e. cod / haddock) but turned out to be something else (e.g. pollock or whiting)? a) Please give details of what kind of product it was (I.e. breaded frozen fish fingers or battered haddock) and what the tests showed it actually contained. b) How many times was it a completely different species? Please provide details.c) i) Lastly - how many of the tests were intelligence led? (i.e. testing was carried out after a tip off, or information about suspected fraudulent activity) ii) How many of the tests were random sampling? "
2289,2018-09-06,Prosecutions,Business,All provided,N/A,2018-10-04,20,"I would like to know the amount of money your department spent on the services of external law firms and barristers for the year ending March 31st 2018.Please exclude legal services provided by the Government Legal Department. However, please include legal services that the Government Legal Department has outsourced to a third party. You can approximate spending levels, i.e. if you are not able to provide the exact figures, you can give us your best estimate. Please note that the figure we have requested should exclude spending by your department on the GLD (Government Legal Department) and its predecessor the TSoL (Treasury Solicitor?s Department)."
2290,2018-09-10,FCT,Member of Public,Not held,N/A,2018-09-10,0,"It has been reported on a TV food information programme that the UK imports 40 tons of crocodile meat every year. I have tried to discover whether this is true, but cannot find the details on your site, nor on DEFRA - except that on DEFRA it states that imports of crocodile meat from Australia are not permitted; therefore...1. What quantity of crocodile meat is imported into the UK annually (or since this practise began)?2. Where does this meat originate from?3. How is this meat monitored to assure the UK consumer that the animals have been farmed and slaughtered to the highest humane standards? "
2291,2018-09-06,Incidents,Member of the Public,Part withheld,"S30, S31, S40",2018-11-06,42,"Please provide, under the Freedom of Information Act 2000, the following information:All information relating to the finding (As reported in the Daily Telegraph and as identified by an external food agency) of animal material in, purported by their vendors (Sainsburys and Tesco supermarkets), vegetarian food products.The results  of any testing by your agency, and any food withdrawal orders made to any involved party, and any factors explaining the agency's failure to identify the transgression.Details of any policy decisions/proposals to prevent the reoccurance of the transgressions described in the Daily Telegraph article."
2292,2018-09-07,Operations Assurance,Member of Public,All provided,N/A,2018-10-09,11,"""Please provide me access to a spreadsheet containing details of all of the abattoirs and dairies which have closed""****************CLARIFIED REQUEST *************My client is interested in ?old? abattoirs and dairies which have closed since 2010.Key information will be an address/postcode/easting/northing/lat/long so that I can plot the locations on a map."
2293,2018-09-10,UKFSS,Industry,Rejected on costs grounds,s12,2018-09-26,12,"In the light of the BBC?s FOI whereby it was revealed 145 out of 665 meat samples were contaminated with DNA from animals not on the product label, can you please confirm which animals? DNA was tested for and did you include cat and dog DNA? If not, why not? Can you please also include the results of the testing? "
2294,2018-09-11,EU Exit team,Media,Rejected on costs grounds,N/A,2018-10-09,20,"Could you please send me under FOI legislation any summaries, reports or assessments that the Food Standards Agency has made or commissioned on the impact of a ?no deal? Brexit, and any action that the agency is taking in respect of such a scenario."
2295,2018-09-13,Finance,Business,Part withheld,s22,2018-09-27,10,"I?m making a request under the Freedom of Information Act (2000) for information on all transactions over ?25,000 from April 2018 to date. Please provide:? the date of transaction? the value of transaction? the recipient? category of the transaction(As a minimum)"
2296,2018-09-13,Incidents,Member of Public,All provided,N/A,2018-10-05,16,"***Narrowed request of FOI 2251Please provide, from 2013 to the present:Each food incident reported, including Date, Category,who notified you and cause of issue."
2297,2018-09-18,UKFSS,Media,All provided,N/A,2018-11-19,44,Number of samples for allergens taken by local authorities over the last three financial years (then I can see if there is a rise or fall).The number of those that failed.Broken down by authority and year.
2298,2018-09-19,Ops Assurance,Member of Public,Part withheld,"S30, S31",2018-10-10,15,Investigation into workers filmed beating cattle with pipes at abattoir of PJ Hayman & Sons Ottery St Mary DevonI am making a FOI request in relation to the above investigation.I would like to know:-the status of the investigation;what resources have been allocated to the investigation;your findings and/or recommendations and progress;a copy of the report of your findings;the names of any person who may be prosecuted regarding this.
2299,2018-09-24,Regulatory Delivery  Division,Media,All provided,N/A,2018-10-19,19,"QUESTION 11) Can you please provide the amount of money sent annually to local authorities specifically for food standard sampling in England, Wales, Scotland and Northern Ireland between 2010 and 2018?QUESTION 22) Can you provide the amount of money the FSA has in its budget annually from 2010 to 2018?"
2300,2018-09-25,HR,Other,Not held,N/A,2018-10-18,18,"1.      How many complaints of sexual harassment have been made by staff in the three calendar years (up to and including September 2018)? Please could you break this information down by year and gender.2.      How many members of staff have faced disciplinary investigations as a result of a sexual harassment claim made against them in the last three calendar years (up to and including September 2018)? Please could you break this information down by year, gender. In each case, please could you state whether any misconduct was found and, if so, what type of disciplinary action was taken including verbal/written/final warnings, suspension, dismissal etc.3.      Please could you state in any of the cases above whether the police was notified of the staff member?s sexual harassment complaint/if any investigation/charges were brought. Please could you break this information down by year."
2301,2018-09-26,Field Ops,Member of Public,Rejected on costs grounds,S12,2018-10-24,20,"For each slaughterhouse in the UK, I would like its:i) Throughput figures for 2016/2017To help avoid identification these could be rounded off to the nearest i) 100 000 if measured weekly  ii) 500 000 if measured monthly and ii) 5 million if measured annuallyii) The number of a) full time and b) part time official veterinarians at the slaughterhouseiii) The number of a) full time and b) part time meat hygiene inspectors at the slaughterhouse "
2302,2018-09-28,Incidents,What do they know,Not held,N/A,2018-10-08,6,"1. Does the FSA record incidents of allergic reactions to sesame in food?2. If so, please provide the annual total number of allergic reactions to sesame in food  for 2016-17 and 2017-18."
2303,2018-10-02,Regulatory Delivery  Division,Another Public Authority,Not held,N/A,2018-10-10,6,How much money did  Barking & Dagenham receive annually from the FSA for the purposeof food sampling between 2010 and 2018.
2304,2018-10-03,Allergens,Academia,Part withheld,S31,2018-10-31,20,"1. I would like information on how many times that the FSA had communicated with the relevant Government Departments and who they informed about the inadequacy of Food Labelling Legislation in the last three years.This information is requested in the light of the food labelling practices of Pret A Manger and other businesses which has lead to the tragic consequences for Natasha Ednan-Laperouse.2. I would like to know if Pret A Manger communicated the other 9 cases of Allergen reactions to the FSA as reported in the news and if so was any action taken? Please detail times and dates.3. Is there any legal obligation for businesses to report these type of issues to the FSA?4. In the light of the following stated aims of the FSA from the Strategy Document 2015-2020 ""The right to be protected from unacceptable riskDevelop and apply a methodology to enable clear definition of low, medium and high risk foodsCreate a dialogue with consumers, scientists and others to define ?unacceptable?Review regulation of food to ensure it properly reflects risk and benefits consumers (e.g. through EU \Codex)Review of effective sanctions ? zero tolerance for those who put consumers at riskEstablishing a Food Crime Unit ?4 (continued) I would like information on how much progress the FSA  has made on these goals with particular reference as to what the FSA believes to be  ?unacceptable?. If so how is this now defined and when was this definition reached?5. Does Zero tolerance apply to Pret A Manger in this case? What will be the effective sanctions in principle?"
